"GUID","synth1","synth3","synth4","synth2","synth round 1 age","synth round 2 age","synth round 3 age","synth round 4 age"
471013033,2324,,,5334,"65-74","65-74","75-84","75-84"
332496684,,,,3944,"16-24","16-24","25-34","25-34"
1558456208,,,11464,,"0-15","16-24","16-24","16-24"
-229529652,1430,,304,,"45-54","45-54","55-64","55-64"
399806645,,5892,,5892,"25-34","35-44","35-44","35-44"
201927200,4281,,,,"25-34","35-44","35-44","35-44"
-436519859,,,,5348,"16-24","25-34","25-34","35-44"
-600878870,1564,,,,"25-34","35-44","35-44","35-44"
-123585938,,,,4621,"16-24","16-24","25-34","25-34"
752135169,1100,,,,"55-64","55-64","65-74","65-74"
174058589,,6766,,,"16-24","16-24","25-34","25-34"
1621945943,,3442,,3442,"16-24","25-34","25-34","35-44"
676186267,,6367,,,"16-24","25-34","25-34","25-34"
1979084141,,8930,,,"16-24","16-24","25-34","25-34"
1250656977,,7889,,,"25-34","25-34","35-44","35-44"
1173610438,,,10264,,"25-34","35-44","35-44","35-44"
372014501,166,4772,,,"45-54","45-54","45-54","55-64"
-1041936386,206,,,,"25-34","35-44","35-44","45-54"
-349380045,,6799,,,"25-34","35-44","35-44","35-44"
-456152037,,6838,,,"16-24","25-34","25-34","35-44"
542562913,2271,,,,"35-44","35-44","45-54","45-54"
-1629099552,1814,9585,12656,1541,"25-34","25-34","35-44","35-44"
-196667721,962,,,191,"35-44","35-44","45-54","45-54"
-2063314,5474,,,,"35-44","45-54","45-54","45-54"
-2016938379,6521,,,3450,"25-34","25-34","35-44","35-44"
-1853477715,,7919,,,"25-34","35-44","35-44","45-54"
721198816,96,,,,"25-34","25-34","35-44","35-44"
2051246131,,7005,,,"25-34","35-44","35-44","35-44"
-610098480,4085,,,,"35-44","35-44","35-44","45-54"
-1953040860,2214,,,,"35-44","45-54","45-54","45-54"
-2130428724,,,,4486,"25-34","35-44","35-44","35-44"
523928044,5563,,,3063,"16-24","25-34","25-34","35-44"
-1906395768,27,,,,"25-34","25-34","35-44","35-44"
1325598270,,,8852,,"16-24","16-24","25-34","25-34"
-1481318658,,6721,,,"16-24","16-24","25-34","25-34"
-60611636,,,12696,,"0-15","0-15","16-24","16-24"
-2138964551,,8177,,,"16-24","25-34","25-34","35-44"
862315433,2807,,,,"25-34","25-34","35-44","35-44"
708881707,3291,,,6205,"55-64","65-74","65-74","75-84"
1858375717,5779,,,,"25-34","25-34","35-44","35-44"
-184720224,3070,,,,"25-34","35-44","35-44","45-54"
1092846072,3163,,,,"25-34","35-44","35-44","45-54"
1724340706,3204,,,,"25-34","25-34","35-44","35-44"
-370549752,2797,,,,"25-34","35-44","35-44","45-54"
830561983,,6695,,,"45-54","55-64","55-64","55-64"
-1809350973,,,,4405,"16-24","25-34","25-34","35-44"
-1935582158,,9260,,,"25-34","25-34","35-44","35-44"
-333725052,,5440,,5440,"25-34","25-34","35-44","35-44"
-254905555,,,10328,,"0-15","16-24","16-24","25-34"
-1939637748,,7819,,,"35-44","35-44","35-44","45-54"
-749707955,,4900,,"5117,4900","45-54","45-54","55-64","55-64"
-1707400932,,,,4690,"16-24","25-34","25-34","35-44"
-1456708410,5206,,,2932,"35-44","35-44","45-54","45-54"
1270607334,,,,6027,"45-54","55-64","55-64","55-64"
-45438881,6332,,,,"16-24","25-34","25-34","35-44"
2109599121,5251,,,,"35-44","35-44","45-54","45-54"
-1745416453,,4435,,4435,"25-34","25-34","35-44","35-44"
-1114171912,5832,,,4565,"45-54","45-54","55-64","55-64"
-1950595488,47,891,16489,891,"45-54","55-64","55-64","65-74"
-1094323703,6611,,,,"35-44","35-44","45-54","45-54"
-760063706,,,11497,,"0-15","16-24","16-24","25-34"
2145344248,,7783,7783,,"25-34","25-34","35-44","35-44"
1132439157,,7833,,,"16-24","16-24","25-34","25-34"
-679817885,,8860,,,"16-24","25-34","25-34","35-44"
1647902800,,9510,,,"25-34","35-44","35-44","45-54"
-836656959,4286,,,,"25-34","35-44","35-44","45-54"
1615502347,,5281,5281,5281,"45-54","45-54","55-64","55-64"
393546080,,,14200,,"16-24","16-24","25-34","25-34"
1899941703,,,,3886,"16-24","16-24","25-34","25-34"
-1756772484,,,10184,,"16-24","16-24","25-34","25-34"
321850966,,7898,,,"35-44","35-44","45-54","45-54"
1648500884,,7199,,,"16-24","16-24","25-34","25-34"
-1189186705,,6868,,,"16-24","16-24","25-34","25-34"
-1062383876,2885,,,,"25-34","25-34","35-44","35-44"
-2053728833,269,1006,,,"45-54","45-54","55-64","55-64"
270808101,3738,,,,"35-44","45-54","45-54","55-64"
-1698953378,5902,,,,"35-44","35-44","45-54","45-54"
1317038113,254,,,4163,"45-54","55-64","55-64","65-74"
-2013950107,115,,,,"65-74","65-74","65-74","75-84"
1528441934,,,,4400,"25-34","25-34","35-44","35-44"
-679209425,,,11459,,"25-34","25-34","35-44","35-44"
429756571,597,,,,"35-44","35-44","45-54","45-54"
1882253875,1169,,,1252,"25-34","35-44","35-44","35-44"
-358805335,3706,,,,"25-34","35-44","35-44","45-54"
988986672,,6938,,,"55-64","55-64","65-74","65-74"
836887814,,7636,,,"16-24","16-24","25-34","25-34"
-192060401,,7217,,,"25-34","25-34","35-44","35-44"
-94480422,,,10150,,"0-15","16-24","16-24","25-34"
-1926275418,,,,6340,"25-34","25-34","35-44","35-44"
-1744967821,,,10130,,"35-44","45-54","45-54","45-54"
970037780,,9192,,,"16-24","16-24","25-34","25-34"
-938338029,,,,6342,"25-34","35-44","35-44","35-44"
1938207559,,7123,,,"16-24","16-24","25-34","25-34"
1797952273,1479,,,1417,"35-44","35-44","45-54","45-54"
1625086041,,6820,,,"25-34","25-34","35-44","35-44"
-1939367258,2713,,,,"55-64","55-64","65-74","65-74"
1631520810,,,,4741,"35-44","35-44","45-54","45-54"
1328779756,,,,5349,"16-24","16-24","25-34","25-34"
-841081157,,7626,,,"16-24","16-24","25-34","25-34"
1787620173,,,,6108,"16-24","16-24","25-34","25-34"
-2041440048,4469,2655,8264,,"35-44","35-44","45-54","45-54"
680584984,,8434,8434,,"16-24","25-34","25-34","25-34"
-327935640,,9274,,,"35-44","45-54","45-54","55-64"
1618399698,375,,,,"25-34","35-44","35-44","35-44"
165028794,,,,3678,"25-34","25-34","35-44","35-44"
-194085521,,,11566,,"16-24","25-34","25-34","25-34"
-2048640517,,,,5537,"25-34","25-34","25-34","35-44"
483774226,3856,,,,"45-54","55-64","55-64","65-74"
1837873817,,,,5665,"16-24","25-34","25-34","25-34"
-184633856,5521,,,,"45-54","45-54","55-64","55-64"
-52735275,3512,,,2188,"16-24","25-34","25-34","25-34"
-587314225,4820,,,,"35-44","35-44","45-54","45-54"
481481636,1139,,,4581,"45-54","45-54","55-64","55-64"
-1784226944,,,,4787,"45-54","45-54","55-64","55-64"
-370582766,2710,,,1869,"25-34","35-44","35-44","35-44"
-263782745,1265,,,,"25-34","35-44","35-44","35-44"
-1903058191,,,,4673,"16-24","25-34","25-34","35-44"
232149433,,9127,,,"16-24","16-24","25-34","25-34"
-275786477,,5419,,5419,"16-24","25-34","25-34","25-34"
911592533,4090,,,,"45-54","45-54","45-54","55-64"
604545154,,104,,104,"35-44","45-54","45-54","55-64"
-1182438604,,,5336,,"25-34","25-34","35-44","35-44"
853535527,2528,,,5463,"25-34","35-44","35-44","45-54"
1040328609,,8678,,,"16-24","16-24","25-34","25-34"
1558320937,3723,,,,"25-34","25-34","35-44","35-44"
-1024811273,,,,5525,"45-54","45-54","55-64","55-64"
-1148298597,,,4091,4091,"16-24","25-34","25-34","35-44"
-758732872,,,,5436,"16-24","25-34","25-34","35-44"
1942970242,,9454,,,"25-34","25-34","35-44","35-44"
-1516487883,,,12767,,"0-15","16-24","25-34","25-34"
-563866046,5583,,,,"35-44","35-44","45-54","45-54"
975383720,,,,4371,"16-24","25-34","25-34","35-44"
-1420004698,3754,2330,,2330,"45-54","45-54","55-64","55-64"
-2079350321,4921,,,,"25-34","25-34","35-44","35-44"
-992766741,,,10248,,"0-15","16-24","16-24","25-34"
-634832371,,,11457,,"0-15","16-24","16-24","25-34"
-1463134100,,8443,16599,6004,"16-24","25-34","25-34","25-34"
-315777390,3717,,,,"25-34","25-34","35-44","35-44"
-1467932724,,,16256,,"25-34","35-44","35-44","35-44"
775649105,,,16253,,"16-24","16-24","25-34","25-34"
-138261894,1326,,,,"35-44","45-54","45-54","55-64"
1858587701,,,,4528,"25-34","35-44","35-44","45-54"
-1398703754,,7876,,,"25-34","25-34","35-44","35-44"
-924313310,,8429,,,"25-34","25-34","35-44","35-44"
701570009,2232,,,,"25-34","25-34","35-44","35-44"
1225880929,1440,,,,"35-44","45-54","45-54","55-64"
-47008190,1126,,,,"25-34","25-34","35-44","35-44"
-539420747,,,12703,,"25-34","25-34","25-34","35-44"
-1477198501,6370,,,,"25-34","35-44","35-44","35-44"
195204505,,6261,,,"35-44","35-44","45-54","45-54"
-1572299522,,8836,8836,,"25-34","25-34","35-44","35-44"
-822948412,,8370,,,"16-24","16-24","25-34","25-34"
-1805390301,1502,,,1426,"25-34","35-44","35-44","45-54"
1629789881,,,7686,,"35-44","45-54","45-54","55-64"
-124300145,2612,1810,,,"25-34","25-34","35-44","35-44"
-929579824,455,,,,"35-44","35-44","45-54","45-54"
1379894372,,,,5462,"45-54","45-54","55-64","55-64"
948473590,,,,4975,"25-34","25-34","35-44","35-44"
-191262405,1579,,,,"25-34","25-34","35-44","35-44"
-1152475723,,,,3539,"16-24","25-34","25-34","35-44"
1196777741,3875,,,2374,"35-44","35-44","45-54","45-54"
584366719,,4620,,,"35-44","35-44","45-54","45-54"
-1690358213,,6760,,,"16-24","16-24","25-34","25-34"
-1132333555,,,,4401,"25-34","25-34","35-44","35-44"
1144816987,6074,,,3303,"35-44","35-44","45-54","45-54"
2040209943,,,16255,,"16-24","16-24","25-34","25-34"
262063741,,,16328,,"25-34","35-44","35-44","45-54"
1246396206,2903,,,,"25-34","25-34","35-44","35-44"
1827177940,,8618,,4695,"16-24","25-34","25-34","35-44"
-875480818,,,12633,,"16-24","16-24","25-34","25-34"
1106635559,3952,,,,"25-34","25-34","35-44","35-44"
1368499590,,4972,,,"25-34","35-44","35-44","45-54"
1225367662,1437,,,,"25-34","35-44","35-44","45-54"
995486973,3340,,,,"25-34","35-44","35-44","35-44"
247918707,1741,1523,,,"25-34","35-44","35-44","45-54"
-1435548029,44,,,,"25-34","25-34","35-44","35-44"
-1625438098,,,13160,,"35-44","35-44","45-54","45-54"
-1858005480,,,12883,,"16-24","16-24","25-34","25-34"
-542090264,4062,,,,"25-34","25-34","35-44","35-44"
1542386885,3684,,,,"35-44","45-54","45-54","45-54"
1260110810,4812,,,,"25-34","25-34","35-44","35-44"
-1942040232,230,,,,"35-44","45-54","45-54","45-54"
-1830981189,105,,,,"25-34","35-44","35-44","35-44"
-1584334305,5595,,,,"35-44","35-44","45-54","45-54"
177174164,5475,,,,"35-44","45-54","45-54","55-64"
880881434,,6627,,,"16-24","16-24","25-34","25-34"
-651974793,4010,,,2399,"35-44","35-44","35-44","45-54"
102568094,,,,3780,"16-24","25-34","25-34","25-34"
1744101086,5957,,,,"25-34","25-34","35-44","35-44"
-135764958,,4546,,4546,"16-24","25-34","25-34","25-34"
1529337787,511,,,,"25-34","25-34","35-44","35-44"
-1977525172,,6146,,"1393,6146","35-44","45-54","45-54","55-64"
-1763768475,,3632,,3632,"25-34","25-34","35-44","35-44"
115279717,1179,,,,"25-34","25-34","35-44","35-44"
-1824196544,4247,,,,"35-44","35-44","35-44","45-54"
-1956201317,,7692,,,"16-24","25-34","25-34","35-44"
797087559,,,,6322,"25-34","35-44","35-44","35-44"
-729874225,,7445,,,"16-24","25-34","25-34","25-34"
379089226,,,16327,,"25-34","25-34","35-44","35-44"
-341290537,1558,,,,"25-34","35-44","35-44","35-44"
120052815,732,5573,5573,5573,"45-54","45-54","55-64","55-64"
-1748090001,487,5017,,,"35-44","35-44","45-54","45-54"
718929497,2235,,15213,,"45-54","45-54","55-64","55-64"
1472293532,2893,,,,"35-44","35-44","45-54","45-54"
2028552002,,,,5491,"16-24","25-34","25-34","25-34"
-420614462,,8773,,,"25-34","25-34","35-44","35-44"
-545743613,,8637,,,"16-24","16-24","25-34","25-34"
-2050169405,5505,,,,"25-34","35-44","35-44","35-44"
1864355224,169,,,,,,,
-1972703398,,7805,,,"35-44","45-54","45-54","55-64"
266460829,3011,,,,"35-44","35-44","45-54","45-54"
1956879519,1349,,,,"25-34","35-44","35-44","35-44"
-281321895,,7610,,,"16-24","16-24","25-34","25-34"
255573593,,,7610,,"16-24","16-24","25-34","25-34"
-177299843,,,12820,,"16-24","25-34","25-34","35-44"
700979084,,6271,,6271,"25-34","25-34","35-44","35-44"
-1097794520,2864,,,,"35-44","35-44","45-54","45-54"
1364528073,4329,,,,"35-44","35-44","45-54","45-54"
-1793998766,,8612,,,"16-24","16-24","25-34","25-34"
-752559607,226,,,,"35-44","35-44","45-54","45-54"
937232227,765,,,,"35-44","35-44","45-54","45-54"
518925060,,,,6028,"16-24","16-24","25-34","25-34"
-1213901322,1731,,,,"25-34","25-34","35-44","35-44"
1340044945,,,,6197,"55-64","65-74","65-74","75-84"
1630685875,5111,,,"2900,6109","25-34","35-44","35-44","45-54"
-832199220,,9518,,,"45-54","45-54","55-64","55-64"
2082109207,4825,,,,"25-34","25-34","35-44","35-44"
1093938162,,3885,,3887,"25-34","35-44","35-44","45-54"
-294394479,,7847,,,"25-34","35-44","35-44","45-54"
-2100845709,1124,,,,"25-34","25-34","35-44","35-44"
2146628245,,,,3378,"25-34","25-34","35-44","35-44"
2009933315,1185,,,,"25-34","25-34","35-44","35-44"
-150215585,,6651,,,"25-34","35-44","35-44","35-44"
1415930133,,,12583,,"16-24","16-24","25-34","25-34"
598514419,,7438,,,"25-34","35-44","35-44","35-44"
544317566,,7580,,,"25-34","25-34","35-44","35-44"
-532394625,3874,,,,"16-24","25-34","25-34","35-44"
521397296,,5407,5407,5407,"16-24","25-34","25-34","25-34"
1854036365,472,,,,"45-54","55-64","55-64","55-64"
-1039588152,,6609,,,"16-24","16-24","25-34","25-34"
-477172165,,,,5431,"16-24","25-34","25-34","25-34"
161127072,1804,,,,"65-74","65-74","65-74","75-84"
-76695980,,5888,,5888,"16-24","16-24","25-34","25-34"
1147958631,,,,5485,"16-24","16-24","25-34","25-34"
-525588903,3607,,,,"45-54","45-54","55-64","55-64"
1241992705,,,,4535,"25-34","35-44","35-44","35-44"
-291463081,2912,,,1986,"45-54","45-54","55-64","55-64"
1386826740,,3987,,,"45-54","45-54","55-64","55-64"
-422044319,,3917,,,"45-54","55-64","55-64","65-74"
906875630,,,10246,,"25-34","25-34","35-44","35-44"
1066045882,,,12833,,"16-24","16-24","25-34","25-34"
-1301906577,,,,3830,"16-24","25-34","25-34","25-34"
2044978690,3074,2070,9006,2070,"25-34","35-44","35-44","45-54"
-1957022667,,4082,,4082,"45-54","45-54","55-64","55-64"
107039362,2968,,,,"45-54","45-54","55-64","55-64"
942719187,,,10157,,"0-15","16-24","16-24","25-34"
-842970146,1516,,,,"65-74","65-74","75-84","75-84"
1468407141,,9356,,,"25-34","25-34","35-44","35-44"
-2130599479,2056,,,,"45-54","45-54","45-54","55-64"
758480782,362,,,3791,"25-34","35-44","35-44","45-54"
1434907016,5085,,,,"25-34","25-34","25-34","35-44"
-1722586613,1738,,,,"25-34","35-44","35-44","35-44"
876492343,,,,6007,"16-24","25-34","25-34","25-34"
1065147051,2131,,,,"25-34","25-34","35-44","35-44"
983247316,,,,5829,"25-34","35-44","35-44","35-44"
-2061121001,5268,,,,"25-34","25-34","35-44","35-44"
-28019807,,,,5268,"16-24","25-34","25-34","25-34"
194044824,,6242,,6242,"65-74","65-74","75-84","75-84"
-1528726700,,,,3621,"16-24","25-34","25-34","35-44"
-846414520,,7529,7529,,"16-24","16-24","25-34","25-34"
-1599012844,,,,2759,"35-44","35-44","45-54","45-54"
-1598783468,4846,,,,"35-44","35-44","45-54","45-54"
-715025078,,,,5202,"25-34","25-34","35-44","35-44"
1666167704,,6807,,,"16-24","16-24","25-34","25-34"
1391504489,,,,4658,"16-24","25-34","25-34","25-34"
-1675810473,,,,6223,"16-24","25-34","25-34","25-34"
930954114,,,10348,,"16-24","25-34","25-34","25-34"
-2045448579,,5927,5927,5927,"16-24","25-34","25-34","25-34"
-993894447,3746,,,2327,"16-24","25-34","25-34","35-44"
-241369308,,,11495,,"25-34","35-44","35-44","35-44"
-789684032,,,,6025,"16-24","16-24","25-34","25-34"
-337035514,,7098,,,"25-34","25-34","35-44","35-44"
669156346,2272,,,,"35-44","35-44","45-54","45-54"
599474129,,,16592,,"35-44","35-44","45-54","45-54"
-1245130829,,,,3602,"16-24","25-34","25-34","35-44"
-1399685819,,6601,,,"16-24","16-24","25-34","25-34"
-2137262179,,,10159,,"0-15","16-24","16-24","25-34"
1507287020,77,,,,"45-54","45-54","55-64","55-64"
-584041655,1566,,,,"65-74","65-74","75-84","75-84"
2071321382,,,12596,,"16-24","16-24","25-34","25-34"
-1011827464,,9605,13016,,"16-24","25-34","25-34","25-34"
1001025417,,,,5498,"25-34","25-34","35-44","35-44"
-1277993361,,,,5324,"25-34","25-34","35-44","35-44"
1468926720,,6944,,,"45-54","45-54","45-54","55-64"
811076634,3605,,,,"25-34","25-34","35-44","35-44"
-820873743,1111,8759,,,"45-54","45-54","55-64","55-64"
-1678967947,,7262,,,"35-44","35-44","35-44","45-54"
-778554178,,7659,,,"16-24","16-24","25-34","25-34"
-1030853667,,,13133,,"0-15","16-24","16-24","25-34"
-673636748,,,,3980,"25-34","25-34","35-44","35-44"
-499886363,,8435,,,"16-24","25-34","25-34","25-34"
-1083385116,,7912,,,"16-24","16-24","25-34","25-34"
-407026614,,6655,,,"16-24","16-24","25-34","25-34"
-2007718398,,,,5835,"25-34","25-34","35-44","35-44"
-300391478,,9278,,,"0-15","16-24","16-24","25-34"
1304361429,3987,,,,"45-54","55-64","55-64","55-64"
1995771060,3561,,,,"25-34","35-44","35-44","45-54"
1580261174,6506,,,,"25-34","25-34","35-44","35-44"
-1485807371,,6171,,,"25-34","35-44","35-44","45-54"
1650917259,,7145,,,"25-34","25-34","35-44","35-44"
-151261676,,7143,,,"25-34","25-34","35-44","35-44"
679433106,,8589,,,"55-64","55-64","65-74","65-74"
1649534135,,9370,,,"16-24","16-24","25-34","25-34"
1846422455,,8563,,,"25-34","25-34","25-34","35-44"
-347777182,,6795,,,"25-34","25-34","35-44","35-44"
-952906576,,8061,8061,,"16-24","16-24","25-34","25-34"
-164405428,,6862,,,"25-34","35-44","35-44","35-44"
-814766882,,,,5090,"16-24","25-34","25-34","25-34"
-1528046158,,8428,,,"16-24","25-34","25-34","35-44"
-358049843,1210,,,,"25-34","25-34","35-44","35-44"
-1829474904,,8016,,,"16-24","25-34","25-34","25-34"
146184231,,7716,,,"0-15","16-24","16-24","25-34"
260990474,,,13164,,"16-24","16-24","25-34","25-34"
-1814504051,2125,,,,"25-34","35-44","35-44","45-54"
205940509,579,,,,"65-74","65-74","75-84","75-84"
1147269952,,,16480,,"16-24","16-24","25-34","25-34"
-756699447,,7395,,,"35-44","35-44","35-44","45-54"
-1165977081,183,,,,"25-34","35-44","35-44","35-44"
-974204751,,,9007,,"25-34","25-34","25-34","35-44"
-1604056311,,2357,2357,,"55-64","55-64","65-74","65-74"
385212271,,7794,,,"16-24","16-24","25-34","25-34"
-1596344057,,9482,10296,,"16-24","16-24","25-34","25-34"
-1472386804,,,10135,,"35-44","45-54","45-54","55-64"
-404431388,,,,3757,"25-34","25-34","35-44","35-44"
1735948277,,7649,,,"16-24","25-34","25-34","35-44"
82856352,,5382,,5382,"25-34","35-44","35-44","35-44"
-1876520809,,,,5363,"16-24","25-34","25-34","35-44"
2108369538,4405,,,,"25-34","35-44","35-44","45-54"
938242445,,,16425,,"35-44","35-44","45-54","45-54"
2114137237,,,12851,,"25-34","25-34","35-44","35-44"
-277802315,,9453,,,"0-15","16-24","16-24","25-34"
-1871416864,,7747,,,"16-24","16-24","25-34","25-34"
-415081904,,7885,,,"16-24","25-34","25-34","35-44"
-1644280067,49,,,,"35-44","35-44","45-54","45-54"
840016333,1198,,,,"25-34","25-34","25-34","35-44"
765779924,,7842,,,"16-24","16-24","25-34","25-34"
1336679711,,,,3784,"45-54","45-54","55-64","55-64"
-316378192,,,11488,,"35-44","35-44","45-54","45-54"
839447165,,8012,,,"16-24","16-24","25-34","25-34"
-1919863492,2493,,,,"25-34","35-44","35-44","35-44"
214856909,574,,,,"25-34","25-34","35-44","35-44"
-1739864442,2642,,,,"25-34","35-44","35-44","45-54"
361962091,,8843,,,"16-24","16-24","25-34","25-34"
977771037,,5878,13120,5878,"16-24","25-34","25-34","25-34"
1989835931,746,1184,,1184,"25-34","35-44","35-44","45-54"
2118682709,,6591,,,"25-34","25-34","25-34","35-44"
-2086308595,320,,,,"25-34","25-34","35-44","35-44"
1506354136,,,,3687,"25-34","25-34","35-44","35-44"
157931020,2725,,,,"35-44","35-44","45-54","45-54"
42499677,,,,6362,"25-34","35-44","35-44","35-44"
1887143775,,9638,,,"25-34","25-34","35-44","35-44"
2071974519,,,,3900,"35-44","35-44","45-54","45-54"
-230117033,,6957,,,"16-24","16-24","25-34","25-34"
-1379784567,2616,,,1813,"25-34","25-34","35-44","35-44"
1469076029,"196,5961",3276,,3276,"25-34","25-34","35-44","35-44"
948601586,,3521,,3521,"35-44","45-54","45-54","45-54"
-1771537520,4500,5720,,5720,"25-34","25-34","35-44","35-44"
-1103655804,5190,,,,"35-44","45-54","45-54","45-54"
1229699286,,7652,,,"16-24","25-34","25-34","35-44"
-1023246853,,,12793,,"0-15","16-24","16-24","25-34"
-522633838,,7685,,,"16-24","16-24","25-34","25-34"
-1554025303,,3681,,3681,"25-34","25-34","25-34","35-44"
-22914485,,486,,486,"35-44","35-44","35-44","45-54"
-1403494125,,9071,,,"0-15","16-24","25-34","25-34"
-50078739,,6164,6164,6164,"45-54","45-54","55-64","55-64"
-1822738327,4662,2719,,2719,"25-34","35-44","35-44","45-54"
-608999593,2979,,,,"35-44","35-44","45-54","45-54"
-1688809648,,,,4568,"25-34","35-44","35-44","35-44"
58555220,,,,3688,"16-24","25-34","25-34","35-44"
-91560358,3800,,,2350,"35-44","35-44","45-54","45-54"
1166729548,,,12675,,"0-15","16-24","16-24","25-34"
527795680,2867,,,,"45-54","45-54","55-64","55-64"
-1906414116,5838,,,"3208,4710","25-34","35-44","35-44","45-54"
-1124999332,4406,,,,"25-34","35-44","35-44","45-54"
1672366277,3029,2046,,,"25-34","25-34","35-44","35-44"
1166790392,,,,4604,"16-24","25-34","25-34","35-44"
-936835057,,,15218,,"16-24","25-34","25-34","35-44"
826622985,5887,,,,"55-64","65-74","65-74","75-84"
144506125,,7635,,,"16-24","16-24","25-34","25-34"
-387147472,4127,,,,"16-24","25-34","25-34","35-44"
1668589716,3262,2133,,,"25-34","35-44","35-44","45-54"
1585307894,3492,,,,"35-44","45-54","45-54","45-54"
1677634113,,9597,,,"16-24","16-24","25-34","25-34"
-1420158770,3405,2167,,2167,"25-34","25-34","35-44","35-44"
